Episode:1,Phase,WallTime,SimTime,TimeStep,State:31,Action:4,Reward:1
open phase,1635805732.6043577,2,1,1.0,1.0,1.0,-0.02674999999999999,0.053,0.08,-0.02674999999999999,0.053,0.08,-0.02674999999999999,0.053,0.08,-0.038007618483817826,0.12411445722265482,0.08,0.02674999999999999,0.053,0.08,0.038007618483817826,0.12411445722265482,0.08,0.2983,1.1982624011688472e-07,-0.2983,-1.1982624011688472e-07,10,10,10,10,10,10,1.57,0.0,-1.57,0.0,
open phase,1635805732.6144047,2,2,1.0,1.0,1.0,-0.02675,0.053,0.08,-0.02675,0.053,0.08,-0.02675,0.053,0.08,-0.05646792255617497,0.11858082859300562,0.08,0.02675,0.053,0.08,0.05646792255617497,0.11858082859300562,0.08,0.539923,7.250832286524792e-07,-0.539923,-7.250832286524792e-07,10,10,10,10,10,10,1.57,0.0,-1.57,0.0,
open phase,1635805732.6241405,2,3,1.0,1.0,1.0,-0.026749999999999996,0.053,0.08,-0.026749999999999996,0.053,0.08,-0.026749999999999996,0.053,0.08,-0.06991713742737893,0.11062463228798755,0.08,0.026749999999999996,0.053,0.08,0.06991713742737893,0.11062463228798755,0.08,0.73563763,1.1015104093356892e-06,-0.73563763,-1.1015104093356892e-06,10,10,10,10,10,10,1.57,0.0,-1.57,0.0,
open phase,1635805732.6339004,2,4,1.0,1.0,1.0,-0.026750000000000003,0.05300000000000001,0.08,-0.026750000000000003,0.05300000000000001,0.08,-0.026750000000000003,0.05300000000000001,0.08,-0.0793469855852349,0.10216865980832299,0.08,0.026750000000000003,0.05300000000000001,0.08,0.0793469855852349,0.10216865980832299,0.08,0.8941664803,1.3123240340746506e-06,-0.8941664803,-1.3123240340746506e-06,10,10,10,10,10,10,1.57,0.0,-1.57,0.0,
open phase,1635805732.6435473,2,5,1.0,1.0,1.0,-0.02675,0.05299999999999999,0.08,-0.02675,0.05299999999999999,0.08,-0.02675,0.05299999999999999,0.08,-0.08580395917435917,0.094190167586854,0.08,0.02675,0.05299999999999999,0.08,0.08580395917435917,0.094190167586854,0.08,1.022574849043,1.4056286762019417e-06,-1.022574849043,-1.4056286762019417e-06,10,10,10,10,10,10,1.57,0.0,-1.57,0.0,
open phase,1635805732.653374,2,6,1.0,1.0,1.0,-0.026749999999999996,0.05299999999999999,0.08,-0.026749999999999996,0.05299999999999999,0.08,-0.026749999999999996,0.05299999999999999,0.08,-0.09015969674079465,0.08710586986488472,0.08,0.026749999999999996,0.05299999999999999,0.08,0.09015969674079465,0.08710586986488472,0.08,1.1265856277248298,1.4176541131361424e-06,-1.1265856277248298,-1.4176541131361424e-06,10,10,10,10,10,10,1.57,0.0,-1.57,0.0,
open phase,1635805732.6632807,2,7,1.0,1.0,1.0,-0.026750000000000003,0.052999999999999985,0.08,-0.026750000000000003,0.052999999999999985,0.08,-0.026750000000000003,0.052999999999999985,0.08,-0.0930700566536736,0.08102945032378482,0.08,0.026750000000000003,0.052999999999999985,0.08,0.0930700566536736,0.08102945032378482,0.08,1.2108343584571122,1.3753845698915499e-06,-1.2108343584571122,-1.3753845698915499e-06,10,10,10,10,10,10,1.57,0.0,-1.57,0.0,
open phase,1635805732.673048,2,8,1.0,1.0,1.0,-0.026750000000000003,0.053000000000000005,0.08,-0.026750000000000003,0.053000000000000005,0.08,-0.026750000000000003,0.053000000000000005,0.08,-0.0950027675905886,0.07592508923047189,0.08,0.026750000000000003,0.053000000000000005,0.08,0.0950027675905886,0.07592508923047189,0.08,1.2790758303502607,2.4982488821969285e-06,-1.2790758303502607,-2.4982488821969285e-06,10,10,10,10,10,10,1.57,0.0,-1.57,0.0,
open phase,1635805732.6827185,2,9,1.0,1.0,1.0,-0.02675,0.05299999999999999,0.08,-0.02675,0.05299999999999999,0.08,-0.02675,0.05299999999999999,0.08,-0.09628119296905716,0.07169259758031862,0.08,0.02675,0.05299999999999999,0.08,0.09628119296905716,0.07169259758031862,0.08,1.3343514225837112,4.1218481324567445e-06,-1.3343514225837112,-4.1218481324567445e-06,10,10,10,10,10,10,1.57,0.0,-1.57,0.0,
open phase,1635805732.6924348,2,10,1.0,1.0,1.0,-0.02674999999999999,0.053,0.08,-0.02674999999999999,0.053,0.08,-0.02674999999999999,0.053,0.08,-0.09712470692990985,0.06821185802357144,0.08,0.02674999999999999,0.053,0.08,0.09712470692990985,0.06821185802357144,0.08,1.3791246522928062,5.042301269446271e-06,-1.3791246522928062,-5.042301269446271e-06,10,10,10,10,10,10,1.57,0.0,-1.57,0.0,
open phase,1635805732.7020981,2,11,1.0,1.0,1.0,-0.026749999999999996,0.052999999999999985,0.08,-0.026749999999999996,0.052999999999999985,0.08,-0.026749999999999996,0.052999999999999985,0.08,-0.09768038857829744,0.06536446424766267,0.08,0.026749999999999996,0.052999999999999985,0.08,0.09768038857829744,0.06536446424766267,0.08,1.415390968357173,5.466810861841337e-06,-1.415390968357173,-5.466810861841337e-06,10,10,10,10,10,10,1.57,0.0,-1.57,0.0,
close phase,1635805732.711768,2,12,1.0,1.0,1.0,-0.026749999999999996,0.053,0.08,-0.026749999999999996,0.053,0.08,-0.026749999999999996,0.053,0.08,-0.09703116248640271,0.06863835667708908,0.08,0.026749999999999996,0.053,0.08,0.09703116248640271,0.06863835667708908,0.08,1.2946666843693102,-0.31349570034358853,-1.2946666843693102,0.31349570034358853,10,10,10,10,10,10,0.78,-1.65,-0.78,1.65,
