a1,a2,a3,a4
0.7599630518849175,-1.3907428666184776,-0.7400134400540163,1.3996772495545813
0.7679463862985358,-1.3833447340450242,-0.7320268432623924,1.3993661377058166
0.7759351023256571,-1.3759749648244606,-0.7240268830099801,1.3989347412360842
0.7839025385984622,-1.3687008362696174,-0.7160224310943831,1.398347687898064
0.7918748521361587,-1.3616111974411982,-0.7080324413108434,1.397615541439781
0.7998383122771577,-1.3547419280570359,-0.700048174660448,1.396830084516731
0.8077558328149788,-1.348206825861872,-0.6920625624206427,1.3961311465807789
0.8156443779917106,-1.342083352248353,-0.6840714164837126,1.3955403958706296
0.8234801006097706,-1.3364504255324685,-0.6760689272734428,1.3950053261837954
0.8312165674563385,-1.3314119814097922,-0.6680689292993985,1.3944628921336801
0.8388187003671675,-1.3270681307115113,-0.6600689292993985,1.3939469343276218
0.8461863077306581,-1.3234872652869087,-0.6520734131218447,1.3935538100546006
0.8531866371968382,-1.320860236787552,-0.6440944841135358,1.3932216002221494
0.8596685533001187,-1.3192576118559753,-0.6361048020622586,1.39294855613954
0.8654183187167869,-1.3186732144128848,-0.6281043684474968,1.3927553106938337
0.8702594172108631,-1.3191213181757564,-0.6201289849756221,1.392659594610258
0.8740908425600986,-1.3204710738521805,-0.6121335204975219,1.3926269326031964
0.8768556093222966,-1.3227014961023245,-0.6041524665458475,1.3927139085945726
0.878596561906976,-1.3256877361755743,-0.5961668768163864,1.392891910385001
0.8794789289970569,-1.3292422175476013,-0.5881812982153741,1.3930475667278912
0.8797137188456852,-1.3331030810510074,-0.5802061866962307,1.3932648027960925
0.8794873108679879,-1.3371613822529356,-0.5722284886899269,1.3936149444367905
0.8788027693455082,-1.3413994762782757,-0.5642755448439375,1.3939918626835277
0.8778758874687654,-1.3457290730322584,-0.5563141236655083,1.3943805839178776
0.8767892686618982,-1.349789963465518,-0.5483757701196685,1.394658349521782
0.8763152715788436,-1.341605658584549,-0.5413699339835955,1.387108670084592
0.8757104357831366,-1.3350835667975747,-0.5342740815423646,1.3799927762430118
0.8748025659985676,-1.3284568455792678,-0.5272026526235388,1.3727539634737178
0.8734187383555192,-1.3216471930380305,-0.5202001205342657,1.3653571752687506
0.8717069415189204,-1.3147234200265006,-0.5132528643300486,1.3578435616627489
0.869560395553704,-1.3075023426871346,-0.5063875048888992,1.3500767927859403
0.866985032275088,-1.2997762958519559,-0.49960093526996435,1.3419634472432325
0.863991412104551,-1.291567455311864,-0.4929194921551588,1.3334840401146528
0.8606019901387948,-1.2829683214208758,-0.486317325509373,1.3246541517170347
0.8567588816643269,-1.2739989142177275,-0.47980229581070494,1.315690929651529
0.8525204316082613,-1.2646104115716443,-0.47337807868149656,1.306477578846013
0.8478889131508311,-1.254754762551828,-0.46706666922357754,1.297128503876269
0.8429690826711226,-1.2446668579701503,-0.4608522033509561,1.2874190520636355
0.8378306139120807,-1.2342452759181868,-0.45472352661124665,1.2775182442843205
0.8325335578989026,-1.2235554619179803,-0.44867750506157666,1.2674616540319497
0.8270988631048791,-1.2125434250308582,-0.44271542319881957,1.2573124159283562
0.8215360218337711,-1.201454002784238,-0.43683279839650235,1.2472413865826322
0.8158616276621381,-1.19029725654545,-0.431033749996951,1.2372206789405937
0.8101488236468062,-1.1790687079133153,-0.42531193204013734,1.2271857618080961
0.8044284515765991,-1.1677873864503363,-0.4196853156832137,1.2171713277497975
0.798699221324587,-1.1565043769747896,-0.4141150610431681,1.2072319331335188
0.7929705852538007,-1.1451997124497848,-0.4086001385759098,1.197291933792095
0.7872727888272105,-1.1339056462839916,-0.40315226722608405,1.1873878214598257
0.7815654944769391,-1.1226203065673794,-0.39776223095371616,1.1774814379271068
0.7759157472703873,-1.1113462329806323,-0.3924283569617426,1.167672208434521
0.7703465162593836,-1.1000950287720084,-0.38715418358459014,1.1579499816511578
0.7648474934673204,-1.0889352264457013,-0.3819455607834146,1.1482958863506474
0.7594217764195124,-1.0778404268210848,-0.3767959337370355,1.1387159963063362
0.7540929362896803,-1.0668356743812388,-0.37174092533743924,1.129216004916738
0.7488362594383954,-1.0559540927977529,-0.3667836942624218,1.1198507409872938
0.743599653770906,-1.0452063092942556,-0.3619480009268443,1.1106041488576512
0.738429431762182,-1.0345480784630792,-0.35725133976586787,1.101570896479294
0.7332822007220022,-1.0240111978171338,-0.35272497663779967,1.092765481340129
0.7281404494183341,-1.0134790751216762,-0.34834392150699767,1.084177108300587
0.7230577092814512,-1.0030222599431646,-0.34410820736503184,1.0757679671502576
0.7180071117704677,-0.992696805303632,-0.3399485873708859,1.0675402732776016
0.7130006416654534,-0.9824530943661103,-0.33595787839154173,1.0594618743962985
0.7080120911692516,-0.972366776334422,-0.3320556356245407,1.05159995034841
0.7030481647555015,-0.9623712770453404,-0.3282706691016311,1.0438741021660418
0.6980352839745487,-0.9524193835083354,-0.32462221114908446,1.036228612242503
0.69304677471491,-0.9425403755690942,-0.3210851487569799,1.0286953384151214
0.6880877968974107,-0.9327364685717981,-0.3176622098954666,1.0212972306564176
0.6831103568313219,-0.9230586078863126,-0.3143919963792526,1.0140579509979788
0.6781422720478416,-0.913465467838379,-0.3112456083328694,1.0069435144711043
0.6731365345346557,-0.9039911293597034,-0.30814056024961606,0.9999720837145365
0.6681382062059982,-0.894529941836016,-0.3051588850177829,0.9930991855067767
0.6630890512457648,-0.8851408579955318,-0.3022243825155142,0.9863178324409965
0.6580390643094524,-0.8757693570302569,-0.2993584073474847,0.9795861517918534
0.6529464585751026,-0.8664117732623442,-0.29636295513155303,0.9729038711133388
0.6478561388215274,-0.8569629406088715,-0.29336925456761587,0.9661223670910597
0.6428542385424298,-0.8474594728839201,-0.29026695534775976,0.9593405338611094
0.6379466207063573,-0.8379422097519247,-0.2870638861210175,0.9525466563358492
0.6331950861640172,-0.8284318545353738,-0.28373821213255696,0.945748531945808
0.6286675663668986,-0.8189336292413126,-0.28025789599300516,0.938944242428999
0.6244106368192257,-0.8095059509132817,-0.2765770915369237,0.9321623775754212
0.6205158916829739,-0.8001829727466065,-0.272696121175215,0.9254236831502913
0.6170435505199051,-0.7910115082833629,-0.26867372432159486,0.9187733315227606
0.6140059588549623,-0.7821290448268106,-0.26463497965301674,0.9123012083523161
0.6115290562748542,-0.7736382636131486,-0.2605375020538142,0.9061399231925632
0.6097860262587638,-0.7656454667971968,-0.2564810540721718,0.9003446142156877
0.6087797817694734,-0.7583938885767042,-0.25251076115076404,0.8951060452713574
0.6086285298904508,-0.7519776804336309,-0.24860668065258382,0.8905266355684504
0.6093767486846302,-0.7464807598737454,-0.2447526974835519,0.8867345099381262
0.6110446746644268,-0.7419732903697799,-0.24108523331402612,0.8837710687675582
0.6133141853947532,-0.7385814264420814,-0.2376017126310934,0.8817588212480084
0.6161071231565607,-0.7361046365807599,-0.23423157942803408,0.880557635232965
0.6192376280698914,-0.734380395916376,-0.23098472856078833,0.8800036038199333
0.6225451884052468,-0.7332422298076097,-0.2278800327940596,0.8799419429559485
0.6259274199133962,-0.7325140556016475,-0.22496284879089964,0.8802521976906328
0.6294175027739234,-0.7321388447107706,-0.22221977308560742,0.8808366168665819
0.633006183290186,-0.7320772987019508,-0.2196389195153401,0.8817022543427542
0.636612258376571,-0.7323367161111835,-0.21719749307097358,0.8828268281810732
0.6402026433870414,-0.7324767020805758,-0.21497974765984418,0.8836189440638227
0.6436375014600407,-0.7327965735491991,-0.2129573931116034,0.8845526643906916
0.6467820555163472,-0.7332380043308813,-0.21110913038531326,0.885578954429842
0.6495236584867906,-0.7336719945908495,-0.20943485117220587,0.8866350932561036
0.6518803744924645,-0.7339391955747802,-0.20783684285182294,0.8875676220932696
0.6538415213662505,-0.733892090812121,-0.20635517846337037,0.8883123075708996
0.6553534638980287,-0.733573940003474,-0.20510454914448267,0.8889038028962565
0.6562853628608482,-0.7330068255166683,-0.2041343576130856,0.889354340621919
0.6566459447508441,-0.7321426177124444,-0.20363144677526726,0.8896455143743849
0.6563868665267308,-0.7311183116274199,-0.20357647978567187,0.8898570302549056
0.6555044985792534,-0.7299622488907209,-0.20397216514388586,0.8900370793011674
0.6541203682907216,-0.728597107620152,-0.20474720240640404,0.8902437402220842
0.6522348156996315,-0.7271902096770353,-0.2059863189935293,0.8904256876535819
0.6497322095771788,-0.7257346963984677,-0.2076710655570995,0.8906314030945541
0.6466930958383221,-0.7240708610693204,-0.20971859619135874,0.8908051020592768
0.6432226855810396,-0.722244895700751,-0.2120592337342972,0.8909191582089557
0.6394416326113322,-0.7202516963775879,-0.21458690395007404,0.8909341506138635
0.6354178392917622,-0.7181071156510414,-0.2171973758613364,0.8908913209811821
0.6312252378477873,-0.7158011653315899,-0.21984380201784023,0.8907354511333005
0.6268801426859782,-0.7133298663155397,-0.22240664722322107,0.8904438122173759
0.6224840676419165,-0.7106156357187615,-0.22488066133316967,0.8899688161797772
0.618091989480615,-0.7077281900199107,-0.22711372406933422,0.889307737401289
0.613677922560898,-0.7046004769511786,-0.22907530771570728,0.8883611689787544
0.6093326162011071,-0.7011815985567211,-0.23064988506275774,0.8871282352969673
0.6051565792097205,-0.6974344369178633,-0.2318312773927145,0.8855489237476616
0.6012107492710479,-0.6934226763648634,-0.23243269135520897,0.8836596424883161
0.597452496310258,-0.6890675902721091,-0.2324903490803556,0.8814166699043116
0.5939295332848797,-0.6843438315255778,-0.23208679967496737,0.8787690978237438
0.5905619683777881,-0.6793536032648922,-0.23139056564910218,0.8758280534738127
0.587227483311741,-0.6741981484749804,-0.2304467303297375,0.8726715011866383
0.583967286527375,-0.6688447916383528,-0.22936904491024757,0.8693025167436425
0.5807370520038422,-0.6634143192568992,-0.22814856363691563,0.8658793802645528
0.5775591575617793,-0.6578886819641113,-0.22684399993440302,0.8623760684228463
0.5743919407580814,-0.6523210119250519,-0.22547175092159405,0.8588323553678525
0.5712760013604594,-0.6466919290049477,-0.22398817672367619,0.8552077394153669
0.5682098316743733,-0.6409994058799389,-0.2224889394261823,0.8515399714171231
0.5652062562229425,-0.6353341273156727,-0.22095512948843685,0.8478735251324475
0.5622368619818358,-0.6296949531947829,-0.21947724167319535,0.844269836090733
0.5593151080080753,-0.6241279017050444,-0.2180911265643731,0.8407810745941919
0.5564515028837519,-0.6186749473173586,-0.21695698824110413,0.8374325172352922
0.5536704921432197,-0.6134829275699053,-0.21603455356902113,0.8343035024225807
0.5508890582439878,-0.6085958357987848,-0.21547204831476705,0.8314489527691397
0.5480434533729778,-0.6040728624912245,-0.21521912195149612,0.8288999445814415
0.5451714663262881,-0.5998655699177277,-0.21521341472370878,0.8266376778622427
0.5425183247146247,-0.59596993947039,-0.21526307205180623,0.8246021051016208
0.5400580310584256,-0.5923987241513337,-0.21528014384871963,0.8227958543172427
0.5377683947316254,-0.5890756324383527,-0.21515817186979727,0.8211434714150876
0.5355113904187484,-0.5858508406369615,-0.21483072512599385,0.8195413469653503
0.5332934477999719,-0.5825535695011428,-0.21410446171921,0.8178698251128327
0.5311221709603592,-0.5789495771922912,-0.2127442810093946,0.8158662661649947
0.5290348515032027,-0.5748286900309098,-0.21071732295741183,0.8133439009611196
0.5271364251897374,-0.5701249587643543,-0.20807165566160102,0.8102355640252455
0.5252894139456312,-0.5649411988420091,-0.20482560875180683,0.806590993823328
0.5235264891466834,-0.5592199947294869,-0.2010389891739918,0.8024130299637364
